month,state,handgun,rifle,total,state,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2010-03,Arizona,7463,5783,13246,,,,,,,,,,,,,,
2010-03,Arkansas,5632,5082,10714,,,,,,,,,,,,,,
2010-03,California,23487,25449,48936,,,,,,,,,,,,,,
2010-03,Colorado,12245,11297,23542,,,,,,,,,,,,,,
2010-03,Connecticut,4842,3959,8801,,,,,,,,,,,,,,
2010-03,Delaware,1024,790,1814,,,,,,,,,,,,,,
2010-03,District of Columbia,38,1,39,,,,,,,,,,,,,,
2010-03,Florida,32241,16265,48506,,,,,,,,,,,,,,
2010-03,Georgia,10166,7367,17533,,,,,,,,,,,,,,
2010-03,Guam,28,28,56,,,,,,,,,,,,,,
2010-03,Hawaii,0,0,0,,,,,,,,,,,,,,
2010-03,Idaho,2240,3694,5934,,,,,,,,,,,,,,
2010-03,Illinois,11425,11398,22823,,,,,,,,,,,,,,
2010-03,Indiana,12071,10378,22449,,,,,,,,,,,,,,
2010-03,Iowa,73,4220,4293,,,,,,,,,,,,,,
2010-03,Kansas,6180,5547,11727,,,,,,,,,,,,,,
2010-03,Kentucky,8521,8143,16664,,,,,,,,,,,,,,
2010-03,Louisiana,8470,7264,15734,,,,,,,,,,,,,,
2010-03,Maine,2495,3053,5548,,,,,,,,,,,,,,
2010-03,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2010-03,Maryland,4343,3889,8232,,,,,,,,,,,,,,
2010-03,Massachusetts,3401,2105,5506,,,,,,,,,,,,,,
2010-03,Michigan,2199,11678,13877,,,,,,,,,,,,,,
2010-03,Minnesota,6581,10129,16710,,,,,,,,,,,,,,
2010-03,Mississippi,5106,5257,10363,,,,,,,,,,,,,,
2010-03,Missouri,15617,12253,27870,,,,,,,,,,,,,,
2010-03,Montana,2383,4352,6735,,,,,,,,,,,,,,
2010-03,Nebraska,62,2201,2263,,,,,,,,,,,,,,
2010-03,Nevada,4820,3390,8210,,,,,,,,,,,,,,
2010-03,New Hampshire,2791,2354,5145,,,,,,,,,,,,,,
2010-03,New Jersey,2707,2159,4866,,,,,,,,,,,,,,
2010-03,New Mexico,4443,4068,8511,,,,,,,,,,,,,,
2010-03,New York,6093,12810,18903,,,,,,,,,,,,,,
2010-03,North Carolina,281,9850,10131,,,,,,,,,,,,,,
2010-03,North Dakota,1108,2342,3450,,,,,,,,,,,,,,
2010-03,Ohio,21508,14073,35581,,,,,,,,,,,,,,
2010-03,Oklahoma,8887,7274,16161,,,,,,,,,,,,,,
2010-03,Oregon,8050,9568,17618,,,,,,,,,,,,,,
2010-03,Pennsylvania,1,65524,65525,,,,,,,,,,,,,,
2010-03,Puerto Rico,559,117,676,,,,,,,,,,,,,,
2010-03,Rhode Island,803,636,1439,,,,,,,,,,,,,,
2010-03,South Carolina,7391,4645,12036,,,,,,,,,,,,,,
2010-03,South Dakota,1715,3283,4998,,,,,,,,,,,,,,
2010-03,Tennessee,15605,10938,26543,,,,,,,,,,,,,,
2010-03,Texas,31512,25440,56952,,,,,,,,,,,,,,
2010-03,Utah,2762,3486,6248,,,,,,,,,,,,,,
2010-03,Vermont,1081,1495,2576,,,,,,,,,,,,,,
2010-03,Virgin Islands,7,2,9,,,,,,,,,,,,,,
2010-03,Virginia,18718,11119,29837,,,,,,,,,,,,,,
2010-03,Washington,11607,9443,21050,,,,,,,,,,,,,,
2010-03,West Virginia,5216,5857,11073,,,,,,,,,,,,,,
2010-03,Wisconsin,6911,14209,21120,,,,,,,,,,,,,,
2010-03,Wyoming,1473,1934,3407,,,,,,,,,,,,,,
2010-02,Alabama,13055,11229,24284,,,,,,,,,,,,,,
2010-02,Alaska,1934,2104,4038,,,,,,,,,,,,,,
2010-02,Arizona,8329,6312,14641,,,,,,,,,,,,,,
2010-02,Arkansas,6346,6412,12758,,,,,,,,,,,,,,
2010-02,California,19706,21016,40722,,,,,,,,,,,,,,
2010-02,Colorado,11557,10569,22126,,,,,,,,,,,,,,
2010-02,Connecticut,4327,3223,7550,,,,,,,,,,,,,,
2010-02,Delaware,726,627,1353,,,,,,,,,,,,,,
2010-02,District of Columbia,28,1,29,,,,,,,,,,,,,,
2010-02,Florida,30890,16415,47305,,,,,,,,,,,,,,
2010-02,Georgia,12525,8331,20856,,,,,,,,,,,,,,
2010-02,Guam,19,29,48,,,,,,,,,,,,,,
2010-02,Hawaii,0,0,0,,,,,,,,,,,,,,
2010-02,Idaho,2150,3451,5601,,,,,,,,,,,,,,
2010-02,Illinois,9998,10190,20188,,,,,,,,,,,,,,
2010-02,Indiana,11285,9441,20726,,,,,,,,,,,,,,
2010-02,Iowa,61,3259,3320,,,,,,,,,,,,,,
2010-02,Kansas,5920,5742,11662,,,,,,,,,,,,,,
2010-02,Kentucky,9886,9557,19443,,,,,,,,,,,,,,
2010-02,Louisiana,9146,7329,16475,,,,,,,,,,,,,,
2010-02,Maine,2053,2462,4515,,,,,,,,,,,,,,
2010-02,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2010-02,Maryland,3322,3343,6665,,,,,,,,,,,,,,
2010-02,Massachusetts,2858,1628,4486,,,,,,,,,,,,,,
2010-02,Michigan,2017,10098,12115,,,,,,,,,,,,,,
2010-02,Minnesota,4957,7188,12145,,,,,,,,,,,,,,
2010-02,Mississippi,6188,5762,11950,,,,,,,,,,,,,,
2010-02,Missouri,16080,12779,28859,,,,,,,,,,,,,,
2010-02,Montana,2132,3558,5690,,,,,,,,,,,,,,
2010-02,Nebraska,23,1864,1887,,,,,,,,,,,,,,
2010-02,Nevada,4013,3119,7132,,,,,,,,,,,,,,
2010-02,New Hampshire,2452,2150,4602,,,,,,,,,,,,,,
2010-02,New Jersey,1915,1675,3590,,,,,,,,,,,,,,
2010-02,New Mexico,4232,3940,8172,,,,,,,,,,,,,,
2010-02,New York,4702,10776,15478,,,,,,,,,,,,,,
2010-02,North Carolina,325,11629,11954,,,,,,,,,,,,,,
2010-02,North Dakota,868,1943,2811,,,,,,,,,,,,,,
2010-02,Ohio,18528,12089,30617,,,,,,,,,,,,,,
2010-02,Oklahoma,10593,8169,18762,,,,,,,,,,,,,,
2010-02,Oregon,7376,8846,16222,,,,,,,,,,,,,,
2010-02,Pennsylvania,0,47152,47152,,,,,,,,,,,,,,
2010-02,Puerto Rico,490,121,611,,,,,,,,,,,,,,
2010-02,Rhode Island,717,499,1216,,,,,,,,,,,,,,
2010-02,South Carolina,9261,5147,14408,,,,,,,,,,,,,,
2010-02,South Dakota,1518,2978,4496,,,,,,,,,,,,,,
2010-02,Tennessee,18309,12832,31141,,,,,,,,,,,,,,
2010-02,Texas,36493,27823,64316,,,,,,,,,,,,,,
2010-02,Utah,2861,3624,6485,,,,,,,,,,,,,,
2010-02,Vermont,989,1194,2183,,,,,,,,,,,,,,
2010-02,Virgin Islands,17,1,18,,,,,,,,,,,,,,
2010-02,Virginia,14130,11132,25262,,,,,,,,,,,,,,
2010-02,Washington,11162,9260,20422,,,,,,,,,,,,,,
2010-02,West Virginia,4859,5705,10564,,,,,,,,,,,,,,
2010-02,Wisconsin,5615,9841,15456,,,,,,,,,,,,,,
2010-02,Wyoming,1330,1680,3010,,,,,,,,,,,,,,
2010-01,Alabama,9404,10081,19485,,,,,,,,,,,,,,
2010-01,Alaska,1532,1812,3344,,,,,,,,,,,,,,
2010-01,Arizona,6479,5178,11657,,,,,,,,,,,,,,
2010-01,Arkansas,3783,5039,8822,,,,,,,,,,,,,,
2010-01,California,18280,20059,38339,,,,,,,,,,,,,,
2010-01,Colorado,10471,10141,20612,,,,,,,,,,,,,,
2010-01,Connecticut,4147,3316,7463,,,,,,,,,,,,,,
2010-01,Delaware,785,792,1577,,,,,,,,,,,,,,
2010-01,District of Columbia,20,1,21,,,,,,,,,,,,,,
2010-01,Florida,27038,15924,42962,,,,,,,,,,,,,,
2010-01,Georgia,8603,7074,15677,,,,,,,,,,,,,,
2010-01,Guam,26,25,51,,,,,,,,,,,,,,
2010-01,Hawaii,0,0,0,,,,,,,,,,,,,,
2010-01,Idaho,1731,2693,4424,,,,,,,,,,,,,,
2010-01,Illinois,8799,9303,18102,,,,,,,,,,,,,,
2010-01,Indiana,9948,8614,18562,,,,,,,,,,,,,,
2010-01,Iowa,36,2748,2784,,,,,,,,,,,,,,
2010-01,Kansas,5077,5286,10363,,,,,,,,,,,,,,
2010-01,Kentucky,7133,7283,14416,,,,,,,,,,,,,,
2010-01,Louisiana,6607,7589,14196,,,,,,,,,,,,,,
2010-01,Maine,1590,2036,3626,,,,,,,,,,,,,,
2010-01,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2010-01,Maryland,3474,3364,6838,,,,,,,,,,,,,,
2010-01,Massachusetts,3060,1890,4950,,,,,,,,,,,,,,
2010-01,Michigan,1901,8441,10342,,,,,,,,,,,,,,
2010-01,Minnesota,4478,6191,10669,,,,,,,,,,,,,,
2010-01,Mississippi,3800,5394,9194,,,,,,,,,,,,,,
2010-01,Missouri,12126,10374,22500,,,,,,,,,,,,,,
2010-01,Montana,1596,3017,4613,,,,,,,,,,,,,,
2010-01,Nebraska,12,1800,1812,,,,,,,,,,,,,,
2010-01,Nevada,3511,2806,6317,,,,,,,,,,,,,,
2010-01,New Hampshire,2346,1998,4344,,,,,,,,,,,,,,
2010-01,New Jersey,1958,2011,3969,,,,,,,,,,,,,,
2010-01,New Mexico,2994,3356,6350,,,,,,,,,,,,,,
2010-01,New York,4521,10202,14723,,,,,,,,,,,,,,
2010-01,North Carolina,230,9770,10000,,,,,,,,,,,,,,
2010-01,North Dakota,684,1895,2579,,,,,,,,,,,,,,
2010-01,Ohio,16178,11272,27450,,,,,,,,,,,,,,
2010-01,Oklahoma,7104,6793,13897,,,,,,,,,,,,,,
2010-01,Oregon,5995,6714,12709,,,,,,,,,,,,,,
2010-01,Pennsylvania,0,47194,47194,,,,,,,,,,,,,,
2010-01,Puerto Rico,483,87,570,,,,,,,,,,,,,,
2010-01,Rhode Island,648,504,1152,,,,,,,,,,,,,,
2010-01,South Carolina,6079,4278,10357,,,,,,,,,,,,,,
2010-01,South Dakota,1194,2423,3617,,,,,,,,,,,,,,
2010-01,Tennessee,12900,9816,22716,,,,,,,,,,,,,,
2010-01,Texas,27645,26553,54198,,,,,,,,,,,,,,
2010-01,Utah,2356,2824,5180,,,,,,,,,,,,,,
2010-01,Vermont,647,801,1448,,,,,,,,,,,,,,
2010-01,Virgin Islands,21,2,23,,,,,,,,,,,,,,
2010-01,Virginia,11513,10323,21836,,,,,,,,,,,,,,
2010-01,Washington,9348,8287,17635,,,,,,,,,,,,,,
2010-01,West Virginia,3735,4860,8595,,,,,,,,,,,,,,
2010-01,Wisconsin,4382,7950,12332,,,,,,,,,,,,,,
2010-01,Wyoming,1036,1413,2449,,,,,,,,,,,,,,
2009-12,Alabama,13285,23760,37045,,,,,,,,,,,,,,
2009-12,Alaska,2178,3397,5575,,,,,,,,,,,,,,
2009-12,Arizona,7360,8454,15814,,,,,,,,,,,,,,
2009-12,Arkansas,5310,12090,17400,,,,,,,,,,,,,,
2009-12,California,19496,27200,46696,,,,,,,,,,,,,,
2009-12,Colorado,11307,14781,26088,,,,,,,,,,,,,,
2009-12,Connecticut,4091,4246,8337,,,,,,,,,,,,,,
2009-12,Delaware,871,1329,2200,,,,,,,,,,,,,,
2009-12,District of Columbia,19,0,19,,,,,,,,,,,,,,
2009-12,Florida,29581,24460,54041,,,,,,,,,,,,,,
2009-12,Georgia,10771,17354,28125,,,,,,,,,,,,,,
2009-12,Guam,25,33,58,,,,,,,,,,,,,,
2009-12,Hawaii,0,0,0,,,,,,,,,,,,,,
2009-12,Idaho,2153,5188,7341,,,,,,,,,,,,,,
2009-12,Illinois,9316,13652,22968,,,,,,,,,,,,,,
2009-12,Indiana,9904,14739,24643,,,,,,,,,,,,,,
2009-12,Iowa,42,5570,5612,,,,,,,,,,,,,,
2009-12,Kansas,5473,9638,15111,,,,,,,,,,,,,,
2009-12,Kentucky,9768,16164,25932,,,,,,,,,,,,,,
2009-12,Louisiana,9719,20417,30136,,,,,,,,,,,,,,
2009-12,Maine,1949,3627,5576,,,,,,,,,,,,,,
2009-12,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2009-12,Maryland,3095,5433,8528,,,,,,,,,,,,,,
2009-12,Massachusetts,2476,2014,4490,,,,,,,,,,,,,,
2009-12,Michigan,1867,14945,16812,,,,,,,,,,,,,,
2009-12,Minnesota,4912,10262,15174,,,,,,,,,,,,,,
2009-12,Mississippi,5272,16234,21506,,,,,,,,,,,,,,
2009-12,Missouri,14525,19444,33969,,,,,,,,,,,,,,
2009-12,Montana,2083,5309,7392,,,,,,,,,,,,,,
2009-12,Nebraska,21,3960,3981,,,,,,,,,,,,,,
2009-12,Nevada,4493,4516,9009,,,,,,,,,,,,,,
2009-12,New Hampshire,2421,2572,4993,,,,,,,,,,,,,,
2009-12,New Jersey,2139,2754,4893,,,,,,,,,,,,,,
2009-12,New Mexico,3806,5524,9330,,,,,,,,,,,,,,
2009-12,New York,4652,15879,20531,,,,,,,,,,,,,,
2009-12,North Carolina,239,21565,21804,,,,,,,,,,,,,,
2009-12,North Dakota,852,2860,3712,,,,,,,,,,,,,,
2009-12,Ohio,17880,20595,38475,,,,,,,,,,,,,,
2009-12,Oklahoma,9249,13253,22502,,,,,,,,,,,,,,
2009-12,Oregon,6912,11402,18314,,,,,,,,,,,,,,
2009-12,Pennsylvania,0,56138,56138,,,,,,,,,,,,,,
2009-12,Puerto Rico,600,106,706,,,,,,,,,,,,,,
2009-12,Rhode Island,645,636,1281,,,,,,,,,,,,,,
2009-12,South Carolina,7431,9987,17418,,,,,,,,,,,,,,
2009-12,South Dakota,1367,4622,5989,,,,,,,,,,,,,,
2009-12,Tennessee,16886,20554,37440,,,,,,,,,,,,,,
2009-12,Texas,38003,55742,93745,,,,,,,,,,,,,,
2009-12,Utah,3123,6483,9606,,,,,,,,,,,,,,
2009-12,Vermont,769,1249,2018,,,,,,,,,,,,,,
2009-12,Virgin Islands,30,2,32,,,,,,,,,,,,,,
2009-12,Virginia,11911,17572,29483,,,,,,,,,,,,,,
2009-12,Washington,11211,12797,24008,,,,,,,,,,,,,,
2009-12,West Virginia,5102,9994,15096,,,,,,,,,,,,,,
2009-12,Wisconsin,5164,11178,16342,,,,,,,,,,,,,,
2009-12,Wyoming,1366,2548,3914,,,,,,,,,,,,,,
2009-11,Alabama,8846,17054,25900,,,,,,,,,,,,,,
2009-11,Alaska,1743,2575,4318,,,,,,,,,,,,,,
2009-11,Arizona,4950,5721,10671,,,,,,,,,,,,,,
2009-11,Arkansas,3487,9651,13138,,,,,,,,,,,,,,
2009-11,California,16571,22677,39248,,,,,,,,,,,,,,
2009-11,Colorado,9422,11977,21399,,,,,,,,,,,,,,
2009-11,Connecticut,3409,3866,7275,,,,,,,,,,,,,,
2009-11,Delaware,656,1227,1883,,,,,,,,,,,,,,
2009-11,District of Columbia,29,0,29,,,,,,,,,,,,,,
2009-11,Florida,25427,17590,43017,,,,,,,,,,,,,,
2009-11,Georgia,6802,10988,17790,,,,,,,,,,,,,,
2009-11,Guam,21,22,43,,,,,,,,,,,,,,
2009-11,Hawaii,0,0,0,,,,,,,,,,,,,,
2009-11,Idaho,1540,3649,5189,,,,,,,,,,,,,,
2009-11,Illinois,7925,12399,20324,,,,,,,,,,,,,,
2009-11,Indiana,7883,14084,21967,,,,,,,,,,,,,,
2009-11,Iowa,27,5416,5443,,,,,,,,,,,,,,
2009-11,Kansas,4396,8394,12790,,,,,,,,,,,,,,
2009-11,Kentucky,6521,12119,18640,,,,,,,,,,,,,,
2009-11,Louisiana,6232,13866,20098,,,,,,,,,,,,,,
2009-11,Maine,1552,3607,5159,,,,,,,,,,,,,,
2009-11,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2009-11,Maryland,3567,5674,9241,,,,,,,,,,,,,,
2009-11,Massachusetts,2420,2251,4671,,,,,,,,,,,,,,
2009-11,Michigan,1814,16893,18707,,,,,,,,,,,,,,
2009-11,Minnesota,3966,10999,14965,,,,,,,,,,,,,,
2009-11,Mississippi,3428,11069,14497,,,,,,,,,,,,,,
2009-11,Missouri,10663,16145,26808,,,,,,,,,,,,,,
2009-11,Montana,1521,3913,5434,,,,,,,,,,,,,,
2009-11,Nebraska,16,3611,3627,,,,,,,,,,,,,,
2009-11,Nevada,3411,3284,6695,,,,,,,,,,,,,,
2009-11,New Hampshire,2234,2729,4963,,,,,,,,,,,,,,
2009-11,New Jersey,1999,2644,4643,,,,,,,,,,,,,,
2009-11,New Mexico,2699,3571,6270,,,,,,,,,,,,,,
2009-11,New York,4162,16442,20604,,,,,,,,,,,,,,
2009-11,North Carolina,214,15387,15601,,,,,,,,,,,,,,
2009-11,North Dakota,737,2881,3618,,,,,,,,,,,,,,
2009-11,Ohio,15223,20759,35982,,,,,,,,,,,,,,
2009-11,Oklahoma,7205,10286,17491,,,,,,,,,,,,,,
2009-11,Oregon,5618,8861,14479,,,,,,,,,,,,,,
2009-11,Pennsylvania,0,59769,59769,,,,,,,,,,,,,,
2009-11,Puerto Rico,471,94,565,,,,,,,,,,,,,,
2009-11,Rhode Island,554,534,1088,,,,,,,,,,,,,,
2009-11,South Carolina,7783,8398,16181,,,,,,,,,,,,,,
2009-11,South Dakota,1012,4323,5335,,,,,,,,,,,,,,
2009-11,Tennessee,12301,15026,27327,,,,,,,,,,,,,,
2009-11,Texas,27116,36125,63241,,,,,,,,,,,,,,
2009-11,Utah,2402,4379,6781,,,,,,,,,,,,,,
2009-11,Vermont,529,1500,2029,,,,,,,,,,,,,,
2009-11,Virgin Islands,15,4,19,,,,,,,,,,,,,,
2009-11,Virginia,11099,15971,27070,,,,,,,,,,,,,,
2009-11,Washington,8101,9112,17213,,,,,,,,,,,,,,
2009-11,West Virginia,3522,9722,13244,,,,,,,,,,,,,,
2009-11,Wisconsin,4708,14139,18847,,,,,,,,,,,,,,
2009-11,Wyoming,1023,1758,2781,,,,,,,,,,,,,,
2009-10,Alabama,9051,13174,22225,,,,,,,,,,,,,,
2009-10,Alaska,2400,3491,5891,,,,,,,,,,,,,,
2009-10,Arizona,5272,5127,10399,,,,,,,,,,,,,,
2009-10,Arkansas,3362,7981,11343,,,,,,,,,,,,,,
2009-10,California,17537,19713,37250,,,,,,,,,,,,,,
2009-10,Colorado,8995,11262,20257,,,,,,,,,,,,,,
2009-10,Connecticut,3830,3937,7767,,,,,,,,,,,,,,
2009-10,Delaware,715,1006,1721,,,,,,,,,,,,,,
2009-10,District of Columbia,28,0,28,,,,,,,,,,,,,,
2009-10,Florida,25740,15529,41269,,,,,,,,,,,,,,
2009-10,Georgia,7054,10157,17211,,,,,,,,,,,,,,
2009-10,Guam,19,28,47,,,,,,,,,,,,,,
2009-10,Hawaii,0,0,0,,,,,,,,,,,,,,
2009-10,Idaho,1559,3962,5521,,,,,,,,,,,,,,
2009-10,Illinois,8321,11369,19690,,,,,,,,,,,,,,
2009-10,Indiana,8784,11917,20701,,,,,,,,,,,,,,
2009-10,Iowa,33,4700,4733,,,,,,,,,,,,,,
2009-10,Kansas,4912,7135,12047,,,,,,,,,,,,,,
2009-10,Kentucky,6802,11016,17818,,,,,,,,,,,,,,
2009-10,Louisiana,6313,13425,19738,,,,,,,,,,,,,,
2009-10,Maine,1905,5557,7462,,,,,,,,,,,,,,
2009-10,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2009-10,Maryland,3209,4739,7948,,,,,,,,,,,,,,
2009-10,Massachusetts,2700,2233,4933,,,,,,,,,,,,,,
2009-10,Michigan,1847,14413,16260,,,,,,,,,,,,,,
2009-10,Minnesota,4546,16459,21005,,,,,,,,,,,,,,
2009-10,Mississippi,3643,7635,11278,,,,,,,,,,,,,,
2009-10,Missouri,12308,16487,28795,,,,,,,,,,,,,,
2009-10,Montana,1733,5721,7454,,,,,,,,,,,,,,
2009-10,Nebraska,13,3290,3303,,,,,,,,,,,,,,
2009-10,Nevada,3708,3096,6804,,,,,,,,,,,,,,
2009-10,New Hampshire,2724,3388,6112,,,,,,,,,,,,,,
2009-10,New Jersey,2393,2497,4890,,,,,,,,,,,,,,
2009-10,New Mexico,3191,3570,6761,,,,,,,,,,,,,,
2009-10,New York,4851,17047,21898,,,,,,,,,,,,,,
2009-10,North Carolina,212,13089,13301,,,,,,,,,,,,,,
2009-10,North Dakota,729,4300,5029,,,,,,,,,,,,,,
2009-10,Ohio,15130,15489,30619,,,,,,,,,,,,,,
2009-10,Oklahoma,6218,8201,14419,,,,,,,,,,,,,,
2009-10,Oregon,5616,8543,14159,,,,,,,,,,,,,,
2009-10,Pennsylvania,0,55853,55853,,,,,,,,,,,,,,
2009-10,Puerto Rico,576,111,687,,,,,,,,,,,,,,
2009-10,Rhode Island,654,584,1238,,,,,,,,,,,,,,
2009-10,South Carolina,4957,5714,10671,,,,,,,,,,,,,,
2009-10,South Dakota,1127,5923,7050,,,,,,,,,,,,,,
2009-10,Tennessee,12770,12309,25079,,,,,,,,,,,,,,
2009-10,Texas,24638,32633,57271,,,,,,,,,,,,,,
2009-10,Utah,2056,3591,5647,,,,,,,,,,,,,,
2009-10,Vermont,692,1687,2379,,,,,,,,,,,,,,
2009-10,Virgin Islands,21,0,21,,,,,,,,,,,,,,
2009-10,Virginia,12430,14753,27183,,,,,,,,,,,,,,
2009-10,Washington,8594,9790,18384,,,,,,,,,,,,,,
2009-10,West Virginia,3582,8264,11846,,,,,,,,,,,,,,
2009-10,Wisconsin,4807,15777,20584,,,,,,,,,,,,,,
2009-10,Wyoming,915,1764,2679,,,,,,,,,,,,,,
2009-09,Alabama,7789,11911,19700,,,,,,,,,,,,,,
2009-09,Alaska,1708,2670,4378,,,,,,,,,,,,,,
2009-09,Arizona,5369,5353,10722,,,,,,,,,,,,,,
2009-09,Arkansas,3447,6513,9960,,,,,,,,,,,,,,
2009-09,California,15805,19228,35033,,,,,,,,,,,,,,
2009-09,Colorado,9181,9886,19067,,,,,,,,,,,,,,
2009-09,Connecticut,3276,3077,6353,,,,,,,,,,,,,,
2009-09,Delaware,678,798,1476,,,,,,,,,,,,,,
2009-09,District of Columbia,23,0,23,,,,,,,,,,,,,,
2009-09,Florida,23346,13521,36867,,,,,,,,,,,,,,
2009-09,Georgia,6389,7383,13772,,,,,,,,,,,,,,
2009-09,Guam,20,18,38,,,,,,,,,,,,,,
2009-09,Hawaii,0,0,0,,,,,,,,,,,,,,
2009-09,Idaho,1500,3685,5185,,,,,,,,,,,,,,
2009-09,Illinois,6722,9425,16147,,,,,,,,,,,,,,
2009-09,Indiana,6860,8705,15565,,,,,,,,,,,,,,
2009-09,Iowa,29,3416,3445,,,,,,,,,,,,,,
2009-09,Kansas,3726,5308,9034,,,,,,,,,,,,,,
2009-09,Kentucky,5913,8115,14028,,,,,,,,,,,,,,
2009-09,Louisiana,8739,14274,23013,,,,,,,,,,,,,,
2009-09,Maine,1763,3787,5550,,,,,,,,,,,,,,
2009-09,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2009-09,Maryland,3241,3717,6958,,,,,,,,,,,,,,
2009-09,Massachusetts,2181,1784,3965,,,,,,,,,,,,,,
2009-09,Michigan,1690,12250,13940,,,,,,,,,,,,,,
2009-09,Minnesota,4113,13734,17847,,,,,,,,,,,,,,
2009-09,Mississippi,3295,6237,9532,,,,,,,,,,,,,,
2009-09,Missouri,10959,11621,22580,,,,,,,,,,,,,,
2009-09,Montana,1808,4398,6206,,,,,,,,,,,,,,
2009-09,Nebraska,8,2476,2484,,,,,,,,,,,,,,
2009-09,Nevada,2868,2614,5482,,,,,,,,,,,,,,
2009-09,New Hampshire,2078,2554,4632,,,,,,,,,,,,,,
2009-09,New Jersey,2182,1819,4001,,,,,,,,,,,,,,
2009-09,New Mexico,2873,3316,6189,,,,,,,,,,,,,,
2009-09,New York,4246,13698,17944,,,,,,,,,,,,,,
2009-09,North Carolina,183,10168,10351,,,,,,,,,,,,,,
2009-09,North Dakota,643,2787,3430,,,,,,,,,,,,,,
2009-09,Ohio,12947,12103,25050,,,,,,,,,,,,,,
2009-09,Oklahoma,5729,6593,12322,,,,,,,,,,,,,,
2009-09,Oregon,5443,8675,14118,,,,,,,,,,,,,,
2009-09,Pennsylvania,0,50144,50144,,,,,,,,,,,,,,
2009-09,Puerto Rico,535,162,697,,,,,,,,,,,,,,
2009-09,Rhode Island,444,551,995,,,,,,,,,,,,,,
2009-09,South Carolina,4909,5215,10124,,,,,,,,,,,,,,
2009-09,South Dakota,1115,4207,5322,,,,,,,,,,,,,,
2009-09,Tennessee,11365,9855,21220,,,,,,,,,,,,,,
2009-09,Texas,21498,33233,54731,,,,,,,,,,,,,,
2009-09,Utah,2013,3448,5461,,,,,,,,,,,,,,
2009-09,Vermont,634,1353,1987,,,,,,,,,,,,,,
2009-09,Virgin Islands,21,0,21,,,,,,,,,,,,,,
2009-09,Virginia,9887,11211,21098,,,,,,,,,,,,,,
2009-09,Washington,7347,8666,16013,,,,,,,,,,,,,,
2009-09,West Virginia,3374,5763,9137,,,,,,,,,,,,,,
2009-09,Wisconsin,4682,12645,17327,,,,,,,,,,,,,,
2009-09,Wyoming,1015,1813,2828,,,,,,,,,,,,,,
2009-08,Alabama,8680,11371,20051,,,,,,,,,,,,,,
2009-08,Alaska,1777,2712,4489,,,,,,,,,,,,,,
2009-08,Arizona,5539,5189,10728,,,,,,,,,,,,,,
2009-08,Arkansas,3682,4827,8509,,,,,,,,,,,,,,
2009-08,California,17376,21212,38588,,,,,,,,,,,,,,
2009-08,Colorado,9391,9936,19327,,,,,,,,,,,,,,
2009-08,Connecticut,3486,2936,6422,,,,,,,,,,,,,,
2009-08,Delaware,699,808,1507,,,,,,,,,,,,,,
2009-08,District of Columbia,30,0,30,,,,,,,,,,,,,,
2009-08,Florida,24043,13398,37441,,,,,,,,,,,,,,
2009-08,Georgia,7279,6932,14211,,,,,,,,,,,,,,
2009-08,Guam,20,19,39,,,,,,,,,,,,,,
2009-08,Hawaii,0,0,0,,,,,,,,,,,,,,
2009-08,Idaho,1510,3112,4622,,,,,,,,,,,,,,
2009-08,Illinois,6978,9265,16243,,,,,,,,,,,,,,
2009-08,Indiana,7900,8544,16444,,,,,,,,,,,,,,
2009-08,Iowa,32,2608,2640,,,,,,,,,,,,,,
2009-08,Kansas,4333,5339,9672,,,,,,,,,,,,,,
2009-08,Kentucky,5978,7073,13051,,,,,,,,,,,,,,
2009-08,Louisiana,6833,9223,16056,,,,,,,,,,,,,,
2009-08,Maine,1544,2572,4116,,,,,,,,,,,,,,
2009-08,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2009-08,Maryland,2939,3317,6256,,,,,,,,,,,,,,
2009-08,Massachusetts,1978,1426,3404,,,,,,,,,,,,,,
2009-08,Michigan,1905,9943,11848,,,,,,,,,,,,,,
2009-08,Minnesota,4483,10322,14805,,,,,,,,,,,,,,
2009-08,Mississippi,3621,5482,9103,,,,,,,,,,,,,,
2009-08,Missouri,11415,11302,22717,,,,,,,,,,,,,,
2009-08,Montana,1999,4069,6068,,,,,,,,,,,,,,
2009-08,Nebraska,7,2105,2112,,,,,,,,,,,,,,
2009-08,Nevada,3342,2822,6164,,,,,,,,,,,,,,
2009-08,New Hampshire,1920,2184,4104,,,,,,,,,,,,,,
2009-08,New Jersey,2368,1724,4092,,,,,,,,,,,,,,
2009-08,New Mexico,3127,3238,6365,,,,,,,,,,,,,,
2009-08,New York,3989,9924,13913,,,,,,,,,,,,,,
2009-08,North Carolina,193,9260,9453,,,,,,,,,,,,,,
2009-08,North Dakota,634,2335,2969,,,,,,,,,,,,,,
2009-08,Ohio,12895,11300,24195,,,,,,,,,,,,,,
2009-08,Oklahoma,6981,6726,13707,,,,,,,,,,,,,,
