month,state,handgun,rifle,total,state,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
2016-08,Utah,2917,3503,6420,,,,,,,,,,,,,,
2016-08,Vermont,1269,1296,2565,,,,,,,,,,,,,,
2016-08,Virgin Islands,29,6,35,,,,,,,,,,,,,,
2016-08,Virginia,21108,15802,36910,,,,,,,,,,,,,,
2016-08,Washington,15083,11376,26459,,,,,,,,,,,,,,
2016-08,West Virginia,6916,5283,12199,,,,,,,,,,,,,,
2016-08,Wisconsin,14764,12079,26843,,,,,,,,,,,,,,
2016-08,Wyoming,1721,2079,3800,,,,,,,,,,,,,,
2016-07,Alabama,10132,7392,17524,,,,,,,,,,,,,,
2016-07,Alaska,2898,2816,5714,,,,,,,,,,,,,,
2016-07,Arizona,13693,8643,22336,,,,,,,,,,,,,,
2016-07,Arkansas,6323,5053,11376,,,,,,,,,,,,,,
2016-07,California,46361,47594,93955,,,,,,,,,,,,,,
2016-07,Colorado,18765,15176,33941,,,,,,,,,,,,,,
2016-07,Connecticut,11328,4015,15343,,,,,,,,,,,,,,
2016-07,Delaware,1859,1569,3428,,,,,,,,,,,,,,
2016-07,District of Columbia,57,1,58,,,,,,,,,,,,,,
2016-07,Florida,57902,28000,85902,,,,,,,,,,,,,,
2016-07,Georgia,15342,8597,23939,,,,,,,,,,,,,,
2016-07,Guam,94,56,150,,,,,,,,,,,,,,
2016-07,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-07,Idaho,3592,3576,7168,,,,,,,,,,,,,,
2016-07,Illinois,21421,11881,33302,,,,,,,,,,,,,,
2016-07,Indiana,19508,12191,31699,,,,,,,,,,,,,,
2016-07,Iowa,186,2227,2413,,,,,,,,,,,,,,
2016-07,Kansas,6075,4942,11017,,,,,,,,,,,,,,
2016-07,Kentucky,9378,6615,15993,,,,,,,,,,,,,,
2016-07,Louisiana,21637,12252,33889,,,,,,,,,,,,,,
2016-07,Maine,3426,3026,6452,,,,,,,,,,,,,,
2016-07,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2016-07,Maryland,3973,5505,9478,,,,,,,,,,,,,,
2016-07,Massachusetts,6257,5108,11365,,,,,,,,,,,,,,
2016-07,Michigan,11308,8095,19403,,,,,,,,,,,,,,
2016-07,Minnesota,9743,9207,18950,,,,,,,,,,,,,,
2016-07,Mississippi,10425,6125,16550,,,,,,,,,,,,,,
2016-07,Missouri,20791,13575,34366,,,,,,,,,,,,,,
2016-07,Montana,2894,3882,6776,,,,,,,,,,,,,,
2016-07,Nebraska,93,1529,1622,,,,,,,,,,,,,,
2016-07,Nevada,5194,3006,8200,,,,,,,,,,,,,,
2016-07,New Hampshire,5200,3716,8916,,,,,,,,,,,,,,
2016-07,New Jersey,5708,4155,9863,,,,,,,,,,,,,,
2016-07,New Mexico,5380,3966,9346,,,,,,,,,,,,,,
2016-07,New York,10900,13073,23973,,,,,,,,,,,,,,
2016-07,North Carolina,1157,12487,13644,,,,,,,,,,,,,,
2016-07,North Dakota,1333,2457,3790,,,,,,,,,,,,,,
2016-07,Ohio,27876,17720,45596,,,,,,,,,,,,,,
2016-07,Oklahoma,11750,8792,20542,,,,,,,,,,,,,,
2016-07,Oregon,14284,10507,24791,,,,,,,,,,,,,,
2016-07,Pennsylvania,46843,11793,58636,,,,,,,,,,,,,,
2016-07,Puerto Rico,1038,234,1272,,,,,,,,,,,,,,
2016-07,Rhode Island,1133,951,2084,,,,,,,,,,,,,,
2016-07,South Carolina,9967,5880,15847,,,,,,,,,,,,,,
2016-07,South Dakota,2490,3004,5494,,,,,,,,,,,,,,
2016-07,Tennessee,26276,16118,42394,,,,,,,,,,,,,,
2016-07,Texas,50499,34266,84765,,,,,,,,,,,,,,
2016-07,Utah,3381,3328,6709,,,,,,,,,,,,,,
2016-07,Vermont,1293,1201,2494,,,,,,,,,,,,,,
2016-07,Virgin Islands,21,2,23,,,,,,,,,,,,,,
2016-07,Virginia,24671,16731,41402,,,,,,,,,,,,,,
2016-07,Washington,15652,11536,27188,,,,,,,,,,,,,,
2016-07,West Virginia,6417,5134,11551,,,,,,,,,,,,,,
2016-07,Wisconsin,13182,9870,23052,,,,,,,,,,,,,,
2016-07,Wyoming,1619,1769,3388,,,,,,,,,,,,,,
2016-06,Alabama,9146,7273,16419,,,,,,,,,,,,,,
2016-06,Alaska,2987,3204,6191,,,,,,,,,,,,,,
2016-06,Arizona,12942,8614,21556,,,,,,,,,,,,,,
2016-06,Arkansas,5454,4574,10028,,,,,,,,,,,,,,
2016-06,California,43042,37512,80554,,,,,,,,,,,,,,
2016-06,Colorado,17790,15115,32905,,,,,,,,,,,,,,
2016-06,Connecticut,12011,3974,15985,,,,,,,,,,,,,,
2016-06,Delaware,1842,1621,3463,,,,,,,,,,,,,,
2016-06,District of Columbia,46,3,49,,,,,,,,,,,,,,
2016-06,Florida,55934,29501,85435,,,,,,,,,,,,,,
2016-06,Georgia,13307,7859,21166,,,,,,,,,,,,,,
2016-06,Guam,104,50,154,,,,,,,,,,,,,,
2016-06,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-06,Idaho,3445,4143,7588,,,,,,,,,,,,,,
2016-06,Illinois,22277,12787,35064,,,,,,,,,,,,,,
2016-06,Indiana,18307,11949,30256,,,,,,,,,,,,,,
2016-06,Iowa,129,2004,2133,,,,,,,,,,,,,,
2016-06,Kansas,5275,4447,9722,,,,,,,,,,,,,,
2016-06,Kentucky,8703,6584,15287,,,,,,,,,,,,,,
2016-06,Louisiana,12082,8428,20510,,,,,,,,,,,,,,
2016-06,Maine,3433,2943,6376,,,,,,,,,,,,,,
2016-06,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2016-06,Maryland,4288,4864,9152,,,,,,,,,,,,,,
2016-06,Massachusetts,5965,3404,9369,,,,,,,,,,,,,,
2016-06,Michigan,10335,8282,18617,,,,,,,,,,,,,,
2016-06,Minnesota,8880,9723,18603,,,,,,,,,,,,,,
2016-06,Mississippi,7804,4692,12496,,,,,,,,,,,,,,
2016-06,Missouri,18770,13295,32065,,,,,,,,,,,,,,
2016-06,Montana,2968,4379,7347,,,,,,,,,,,,,,
2016-06,Nebraska,107,1609,1716,,,,,,,,,,,,,,
2016-06,Nevada,4949,3114,8063,,,,,,,,,,,,,,
2016-06,New Hampshire,5166,3453,8619,,,,,,,,,,,,,,
2016-06,New Jersey,6266,4294,10560,,,,,,,,,,,,,,
2016-06,New Mexico,5336,4231,9567,,,,,,,,,,,,,,
2016-06,New York,10062,12213,22275,,,,,,,,,,,,,,
2016-06,North Carolina,1181,11749,12930,,,,,,,,,,,,,,
2016-06,North Dakota,1312,2377,3689,,,,,,,,,,,,,,
2016-06,Ohio,24397,17086,41483,,,,,,,,,,,,,,
2016-06,Oklahoma,11933,8811,20744,,,,,,,,,,,,,,
2016-06,Oregon,14054,11400,25454,,,,,,,,,,,,,,
2016-06,Pennsylvania,44677,11841,56518,,,,,,,,,,,,,,
2016-06,Puerto Rico,1025,214,1239,,,,,,,,,,,,,,
2016-06,Rhode Island,1146,862,2008,,,,,,,,,,,,,,
2016-06,South Carolina,9619,5599,15218,,,,,,,,,,,,,,
2016-06,South Dakota,2460,3139,5599,,,,,,,,,,,,,,
2016-06,Tennessee,22476,15194,37670,,,,,,,,,,,,,,
2016-06,Texas,46816,33501,80317,,,,,,,,,,,,,,
2016-06,Utah,3433,3731,7164,,,,,,,,,,,,,,
2016-06,Vermont,1240,1225,2465,,,,,,,,,,,,,,
2016-06,Virgin Islands,24,7,31,,,,,,,,,,,,,,
2016-06,Virginia,20132,15480,35612,,,,,,,,,,,,,,
2016-06,Washington,17040,13267,30307,,,,,,,,,,,,,,
2016-06,West Virginia,6602,4821,11423,,,,,,,,,,,,,,
2016-06,Wisconsin,12464,11144,23608,,,,,,,,,,,,,,
2016-06,Wyoming,1638,2110,3748,,,,,,,,,,,,,,
2016-05,Alabama,7903,5256,13159,,,,,,,,,,,,,,
2016-05,Alaska,2582,2391,4973,,,,,,,,,,,,,,
2016-05,Arizona,10994,6539,17533,,,,,,,,,,,,,,
2016-05,Arkansas,4551,3596,8147,,,,,,,,,,,,,,
2016-05,California,38301,28723,67024,,,,,,,,,,,,,,
2016-05,Colorado,16293,11252,27545,,,,,,,,,,,,,,
2016-05,Connecticut,9953,3362,13315,,,,,,,,,,,,,,
2016-05,Delaware,1722,1121,2843,,,,,,,,,,,,,,
2016-05,District of Columbia,47,6,53,,,,,,,,,,,,,,
2016-05,Florida,42845,17025,59870,,,,,,,,,,,,,,
2016-05,Georgia,10866,5510,16376,,,,,,,,,,,,,,
2016-05,Guam,119,56,175,,,,,,,,,,,,,,
2016-05,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-05,Idaho,3132,3323,6455,,,,,,,,,,,,,,
2016-05,Illinois,19264,8686,27950,,,,,,,,,,,,,,
2016-05,Indiana,16842,9264,26106,,,,,,,,,,,,,,
2016-05,Iowa,121,1569,1690,,,,,,,,,,,,,,
2016-05,Kansas,4648,3553,8201,,,,,,,,,,,,,,
2016-05,Kentucky,8049,5244,13293,,,,,,,,,,,,,,
2016-05,Louisiana,9561,5788,15349,,,,,,,,,,,,,,
2016-05,Maine,3009,2464,5473,,,,,,,,,,,,,,
2016-05,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2016-05,Maryland,4099,4148,8247,,,,,,,,,,,,,,
2016-05,Massachusetts,5278,2325,7603,,,,,,,,,,,,,,
2016-05,Michigan,9834,6490,16324,,,,,,,,,,,,,,
2016-05,Minnesota,8772,7638,16410,,,,,,,,,,,,,,
2016-05,Mississippi,7005,3541,10546,,,,,,,,,,,,,,
2016-05,Missouri,16909,10162,27071,,,,,,,,,,,,,,
2016-05,Montana,2724,3881,6605,,,,,,,,,,,,,,
2016-05,Nebraska,78,1277,1355,,,,,,,,,,,,,,
2016-05,Nevada,4365,2329,6694,,,,,,,,,,,,,,
2016-05,New Hampshire,4262,2645,6907,,,,,,,,,,,,,,
2016-05,New Jersey,6542,3027,9569,,,,,,,,,,,,,,
2016-05,New Mexico,4485,3269,7754,,,,,,,,,,,,,,
2016-05,New York,10118,10815,20933,,,,,,,,,,,,,,
2016-05,North Carolina,1119,8506,9625,,,,,,,,,,,,,,
2016-05,North Dakota,1186,1798,2984,,,,,,,,,,,,,,
2016-05,Ohio,26069,13219,39288,,,,,,,,,,,,,,
2016-05,Oklahoma,10385,6490,16875,,,,,,,,,,,,,,
2016-05,Oregon,12038,9194,21232,,,,,,,,,,,,,,
2016-05,Pennsylvania,39963,8770,48733,,,,,,,,,,,,,,
2016-05,Puerto Rico,991,166,1157,,,,,,,,,,,,,,
2016-05,Rhode Island,936,536,1472,,,,,,,,,,,,,,
2016-05,South Carolina,7570,3922,11492,,,,,,,,,,,,,,
2016-05,South Dakota,2161,2666,4827,,,,,,,,,,,,,,
2016-05,Tennessee,19232,10394,29626,,,,,,,,,,,,,,
2016-05,Texas,39446,25424,64870,,,,,,,,,,,,,,
2016-05,Utah,3097,3067,6164,,,,,,,,,,,,,,
2016-05,Vermont,1096,1026,2122,,,,,,,,,,,,,,
2016-05,Virgin Islands,26,2,28,,,,,,,,,,,,,,
2016-05,Virginia,18183,10896,29079,,,,,,,,,,,,,,
2016-05,Washington,14601,9033,23634,,,,,,,,,,,,,,
2016-05,West Virginia,6099,4179,10278,,,,,,,,,,,,,,
2016-05,Wisconsin,11438,8481,19919,,,,,,,,,,,,,,
2016-05,Wyoming,1497,1671,3168,,,,,,,,,,,,,,
2016-04,Alabama,9742,6977,16719,,,,,,,,,,,,,,
2016-04,Alaska,3036,2777,5813,,,,,,,,,,,,,,
2016-04,Arizona,13086,7278,20364,,,,,,,,,,,,,,
2016-04,Arkansas,5334,4513,9847,,,,,,,,,,,,,,
2016-04,California,41862,30133,71995,,,,,,,,,,,,,,
2016-04,Colorado,17897,12560,30457,,,,,,,,,,,,,,
2016-04,Connecticut,11882,3936,15818,,,,,,,,,,,,,,
2016-04,Delaware,1878,1313,3191,,,,,,,,,,,,,,
2016-04,District of Columbia,55,3,58,,,,,,,,,,,,,,
2016-04,Florida,48697,19716,68413,,,,,,,,,,,,,,
2016-04,Georgia,13673,6764,20437,,,,,,,,,,,,,,
2016-04,Guam,100,45,145,,,,,,,,,,,,,,
2016-04,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-04,Idaho,3376,3720,7096,,,,,,,,,,,,,,
2016-04,Illinois,24894,11132,36026,,,,,,,,,,,,,,
2016-04,Indiana,20756,12137,32893,,,,,,,,,,,,,,
2016-04,Iowa,184,2453,2637,,,,,,,,,,,,,,
2016-04,Kansas,5785,4540,10325,,,,,,,,,,,,,,
2016-04,Kentucky,9657,7070,16727,,,,,,,,,,,,,,
2016-04,Louisiana,11703,6552,18255,,,,,,,,,,,,,,
2016-04,Maine,3970,3254,7224,,,,,,,,,,,,,,
2016-04,Mariana Islands,0,0,0,,,,,,,,,,,,,,
2016-04,Maryland,4294,4966,9260,,,,,,,,,,,,,,
2016-04,Massachusetts,6227,3009,9236,,,,,,,,,,,,,,
2016-04,Michigan,13598,8647,22245,,,,,,,,,,,,,,
2016-04,Minnesota,12547,12295,24842,,,,,,,,,,,,,,
2016-04,Mississippi,8765,4139,12904,,,,,,,,,,,,,,
2016-04,Missouri,19787,12754,32541,,,,,,,,,,,,,,
2016-04,Montana,2989,4388,7377,,,,,,,,,,,,,,
2016-04,Nebraska,116,1650,1766,,,,,,,,,,,,,,
2016-04,Nevada,5135,2793,7928,,,,,,,,,,,,,,
2016-04,New Hampshire,5337,3400,8737,,,,,,,,,,,,,,
2016-04,New Jersey,6887,3331,10218,,,,,,,,,,,,,,
2016-04,New Mexico,5311,3967,9278,,,,,,,,,,,,,,
2016-04,New York,11281,14660,25941,,,,,,,,,,,,,,
2016-04,North Carolina,1250,10280,11530,,,,,,,,,,,,,,
2016-04,North Dakota,2083,2791,4874,,,,,,,,,,,,,,
2016-04,Ohio,32959,17664,50623,,,,,,,,,,,,,,
2016-04,Oklahoma,13132,8302,21434,,,,,,,,,,,,,,
2016-04,Oregon,13102,9998,23100,,,,,,,,,,,,,,
2016-04,Pennsylvania,51472,11628,63100,,,,,,,,,,,,,,
2016-04,Puerto Rico,947,202,1149,,,,,,,,,,,,,,
2016-04,Rhode Island,1149,746,1895,,,,,,,,,,,,,,
2016-04,South Carolina,9617,4618,14235,,,,,,,,,,,,,,
2016-04,South Dakota,2981,3412,6393,,,,,,,,,,,,,,
2016-04,Tennessee,22965,12049,35014,,,,,,,,,,,,,,
2016-04,Texas,45339,27823,73162,,,,,,,,,,,,,,
2016-04,Utah,3560,3646,7206,,,,,,,,,,,,,,
2016-04,Vermont,1483,1557,3040,,,,,,,,,,,,,,
2016-04,Virgin Islands,23,3,26,,,,,,,,,,,,,,
2016-04,Virginia,21709,13235,34944,,,,,,,,,,,,,,
2016-04,Washington,15988,9698,25686,,,,,,,,,,,,,,
2016-04,West Virginia,6908,5417,12325,,,,,,,,,,,,,,
2016-04,Wisconsin,15693,13348,29041,,,,,,,,,,,,,,
2016-04,Wyoming,1764,1952,3716,,,,,,,,,,,,,,
2016-03,Alabama,14372,9115,23487,,,,,,,,,,,,,,
2016-03,Alaska,3171,2750,5921,,,,,,,,,,,,,,
2016-03,Arizona,14387,7907,22294,,,,,,,,,,,,,,
2016-03,Arkansas,7603,5448,13051,,,,,,,,,,,,,,
2016-03,California,45266,31454,76720,,,,,,,,,,,,,,
2016-03,Colorado,20049,12776,32825,,,,,,,,,,,,,,
2016-03,Connecticut,13996,4388,18384,,,,,,,,,,,,,,
2016-03,Delaware,2353,1611,3964,,,,,,,,,,,,,,
2016-03,District of Columbia,74,6,80,,,,,,,,,,,,,,
2016-03,Florida,54164,22000,76164,,,,,,,,,,,,,,
2016-03,Georgia,18272,8517,26789,,,,,,,,,,,,,,
2016-03,Guam,115,58,173,,,,,,,,,,,,,,
2016-03,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-03,Idaho,3925,4208,8133,,,,,,,,,,,,,,
2016-03,Illinois,29052,12971,42023,,,,,,,,,,,,,,
2016-03,Indiana,27883,13485,41368,,,,,,,,,,,,,,
2016-03,Iowa,252,3012,3264,,,,,,,,,,,,,,
2016-03,Kansas,7683,5368,13051,,,,,,,,,,,,,,
2016-03,Kentucky,13816,8391,22207,,,,,,,,,,,,,,
2016-03,Louisiana,13738,7553,21291,,,,,,,,,,,,,,
2016-03,Maine,4725,3320,8045,,,,,,,,,,,,,,
2016-03,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2016-03,Maryland,4866,5363,10229,,,,,,,,,,,,,,
2016-03,Massachusetts,7019,3275,10294,,,,,,,,,,,,,,
2016-03,Michigan,18316,10145,28461,,,,,,,,,,,,,,
2016-03,Minnesota,13738,11323,25061,,,,,,,,,,,,,,
2016-03,Mississippi,11287,5697,16984,,,,,,,,,,,,,,
2016-03,Missouri,27030,15359,42389,,,,,,,,,,,,,,
2016-03,Montana,3305,4621,7926,,,,,,,,,,,,,,
2016-03,Nebraska,132,1944,2076,,,,,,,,,,,,,,
2016-03,Nevada,6116,3062,9178,,,,,,,,,,,,,,
2016-03,New Hampshire,5912,3506,9418,,,,,,,,,,,,,,
2016-03,New Jersey,7346,3582,10928,,,,,,,,,,,,,,
2016-03,New Mexico,6497,4466,10963,,,,,,,,,,,,,,
2016-03,New York,12474,15134,27608,,,,,,,,,,,,,,
2016-03,North Carolina,1494,12263,13757,,,,,,,,,,,,,,
2016-03,North Dakota,1945,2711,4656,,,,,,,,,,,,,,
2016-03,Ohio,40331,19408,59739,,,,,,,,,,,,,,
2016-03,Oklahoma,14892,8975,23867,,,,,,,,,,,,,,
2016-03,Oregon,15513,11510,27023,,,,,,,,,,,,,,
2016-03,Pennsylvania,60489,12299,72788,,,,,,,,,,,,,,
2016-03,Puerto Rico,948,200,1148,,,,,,,,,,,,,,
2016-03,Rhode Island,1411,858,2269,,,,,,,,,,,,,,
2016-03,South Carolina,12312,6138,18450,,,,,,,,,,,,,,
2016-03,South Dakota,3451,3588,7039,,,,,,,,,,,,,,
2016-03,Tennessee,27951,14909,42860,,,,,,,,,,,,,,
2016-03,Texas,55547,31794,87341,,,,,,,,,,,,,,
2016-03,Utah,3772,3883,7655,,,,,,,,,,,,,,
2016-03,Vermont,1941,1715,3656,,,,,,,,,,,,,,
2016-03,Virgin Islands,19,3,22,,,,,,,,,,,,,,
2016-03,Virginia,26264,14622,40886,,,,,,,,,,,,,,
2016-03,Washington,19501,10947,30448,,,,,,,,,,,,,,
2016-03,West Virginia,9481,6336,15817,,,,,,,,,,,,,,
2016-03,Wisconsin,18439,14836,33275,,,,,,,,,,,,,,
2016-03,Wyoming,1995,2026,4021,,,,,,,,,,,,,,
2016-02,Alabama,29311,15054,44365,,,,,,,,,,,,,,
2016-02,Alaska,3190,2428,5618,,,,,,,,,,,,,,
2016-02,Arizona,16820,8782,25602,,,,,,,,,,,,,,
2016-02,Arkansas,10532,7028,17560,,,,,,,,,,,,,,
2016-02,California,44461,29486,73947,,,,,,,,,,,,,,
2016-02,Colorado,22384,13355,35739,,,,,,,,,,,,,,
2016-02,Connecticut,13316,4250,17566,,,,,,,,,,,,,,
2016-02,Delaware,2702,1633,4335,,,,,,,,,,,,,,
2016-02,District of Columbia,74,7,81,,,,,,,,,,,,,,
2016-02,Florida,62770,25228,87998,,,,,,,,,,,,,,
2016-02,Georgia,24534,10747,35281,,,,,,,,,,,,,,
2016-02,Guam,85,44,129,,,,,,,,,,,,,,
2016-02,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-02,Idaho,4419,4321,8740,,,,,,,,,,,,,,
2016-02,Illinois,30241,13543,43784,,,,,,,,,,,,,,
2016-02,Indiana,32373,14947,47320,,,,,,,,,,,,,,
2016-02,Iowa,279,2859,3138,,,,,,,,,,,,,,
2016-02,Kansas,9407,6165,15572,,,,,,,,,,,,,,
2016-02,Kentucky,19243,10414,29657,,,,,,,,,,,,,,
2016-02,Louisiana,16474,9031,25505,,,,,,,,,,,,,,
2016-02,Maine,5426,3234,8660,,,,,,,,,,,,,,
2016-02,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2016-02,Maryland,4368,5803,10171,,,,,,,,,,,,,,
2016-02,Massachusetts,6253,2838,9091,,,,,,,,,,,,,,
2016-02,Michigan,19778,10899,30677,,,,,,,,,,,,,,
2016-02,Minnesota,12754,9635,22389,,,,,,,,,,,,,,
2016-02,Mississippi,15296,7203,22499,,,,,,,,,,,,,,
2016-02,Missouri,30802,16707,47509,,,,,,,,,,,,,,
2016-02,Montana,3779,4151,7930,,,,,,,,,,,,,,
2016-02,Nebraska,154,2078,2232,,,,,,,,,,,,,,
2016-02,Nevada,6643,3115,9758,,,,,,,,,,,,,,
2016-02,New Hampshire,6798,3464,10262,,,,,,,,,,,,,,
2016-02,New Jersey,6007,3613,9620,,,,,,,,,,,,,,
2016-02,New Mexico,7455,5049,12504,,,,,,,,,,,,,,
2016-02,New York,11963,15324,27287,,,,,,,,,,,,,,
2016-02,North Carolina,1543,14935,16478,,,,,,,,,,,,,,
2016-02,North Dakota,2100,2419,4519,,,,,,,,,,,,,,
2016-02,Ohio,45459,20745,66204,,,,,,,,,,,,,,
2016-02,Oklahoma,18984,10754,29738,,,,,,,,,,,,,,
2016-02,Oregon,17116,11665,28781,,,,,,,,,,,,,,
2016-02,Pennsylvania,61933,11791,73724,,,,,,,,,,,,,,
2016-02,Puerto Rico,885,152,1037,,,,,,,,,,,,,,
2016-02,Rhode Island,1288,848,2136,,,,,,,,,,,,,,
2016-02,South Carolina,15746,6847,22593,,,,,,,,,,,,,,
2016-02,South Dakota,4170,4009,8179,,,,,,,,,,,,,,
2016-02,Tennessee,36439,18121,54560,,,,,,,,,,,,,,
2016-02,Texas,72584,37980,110564,,,,,,,,,,,,,,
2016-02,Utah,4413,4000,8413,,,,,,,,,,,,,,
2016-02,Vermont,2273,1681,3954,,,,,,,,,,,,,,
2016-02,Virgin Islands,25,4,29,,,,,,,,,,,,,,
2016-02,Virginia,30085,15948,46033,,,,,,,,,,,,,,
2016-02,Washington,20583,11991,32574,,,,,,,,,,,,,,
2016-02,West Virginia,10746,7436,18182,,,,,,,,,,,,,,
2016-02,Wisconsin,19465,12431,31896,,,,,,,,,,,,,,
2016-02,Wyoming,2287,2036,4323,,,,,,,,,,,,,,
2016-01,Alabama,25445,14785,40230,,,,,,,,,,,,,,
2016-01,Alaska,2859,2245,5104,,,,,,,,,,,,,,
2016-01,Arizona,15745,8512,24257,,,,,,,,,,,,,,
2016-01,Arkansas,7954,5982,13936,,,,,,,,,,,,,,
2016-01,California,52139,32970,85109,,,,,,,,,,,,,,
2016-01,Colorado,23518,13327,36845,,,,,,,,,,,,,,
2016-01,Connecticut,13096,4366,17462,,,,,,,,,,,,,,
2016-01,Delaware,2548,1608,4156,,,,,,,,,,,,,,
2016-01,District of Columbia,52,3,55,,,,,,,,,,,,,,
2016-01,Florida,62085,26356,88441,,,,,,,,,,,,,,
2016-01,Georgia,18236,9696,27932,,,,,,,,,,,,,,
2016-01,Guam,102,57,159,,,,,,,,,,,,,,
2016-01,Hawaii,0,0,0,,,,,,,,,,,,,,
2016-01,Idaho,4221,3820,8041,,,,,,,,,,,,,,
2016-01,Illinois,32112,12869,44981,,,,,,,,,,,,,,
2016-01,Indiana,29653,14356,44009,,,,,,,,,,,,,,
2016-01,Iowa,292,2600,2892,,,,,,,,,,,,,,
2016-01,Kansas,9196,6580,15776,,,,,,,,,,,,,,
2016-01,Kentucky,13847,7713,21560,,,,,,,,,,,,,,
2016-01,Louisiana,15485,10374,25859,,,,,,,,,,,,,,
2016-01,Maine,4625,3054,7679,,,,,,,,,,,,,,
2016-01,Mariana Islands,0,3,3,,,,,,,,,,,,,,
2016-01,Maryland,3981,5541,9522,,,,,,,,,,,,,,
2016-01,Massachusetts,7211,3500,10711,,,,,,,,,,,,,,
2016-01,Michigan,17641,9995,27636,,,,,,,,,,,,,,
2016-01,Minnesota,12426,8624,21050,,,,,,,,,,,,,,
2016-01,Mississippi,10257,6713,16970,,,,,,,,,,,,,,
2016-01,Missouri,28980,15693,44673,,,,,,,,,,,,,,
2016-01,Montana,3354,3574,6928,,,,,,,,,,,,,,
2016-01,Nebraska,179,2256,2435,,,,,,,,,,,,,,
2016-01,Nevada,6064,2835,8899,,,,,,,,,,,,,,
2016-01,New Hampshire,7146,3591,10737,,,,,,,,,,,,,,
2016-01,New Jersey,4520,4005,8525,,,,,,,,,,,,,,
2016-01,New Mexico,5921,4206,10127,,,,,,,,,,,,,,
2016-01,New York,12020,15461,27481,,,,,,,,,,,,,,
2016-01,North Carolina,1350,12950,14300,,,,,,,,,,,,,,
2016-01,North Dakota,2159,2554,4713,,,,,,,,,,,,,,
2016-01,Ohio,38028,18613,56641,,,,,,,,,,,,,,
2016-01,Oklahoma,18688,10863,29551,,,,,,,,,,,,,,
2016-01,Oregon,15930,10403,26333,,,,,,,,,,,,,,
2016-01,Pennsylvania,57355,10224,67579,,,,,,,,,,,,,,
2016-01,Puerto Rico,940,147,1087,,,,,,,,,,,,,,
2016-01,Rhode Island,1413,898,2311,,,,,,,,,,,,,,
2016-01,South Carolina,12380,6289,18669,,,,,,,,,,,,,,
2016-01,South Dakota,3782,3815,7597,,,,,,,,,,,,,,
2016-01,Tennessee,30411,16571,46982,,,,,,,,,,,,,,
2016-01,Texas,72626,38396,111022,,,,,,,,,,,,,,
2016-01,Utah,4662,3654,8316,,,,,,,,,,,,,,
2016-01,Vermont,1863,1379,3242,,,,,,,,,,,,,,
2016-01,Virgin Islands,26,0,26,,,,,,,,,,,,,,
2016-01,Virginia,27033,15699,42732,,,,,,,,,,,,,,
2016-01,Washington,20427,11355,31782,,,,,,,,,,,,,,
2016-01,West Virginia,7419,5505,12924,,,,,,,,,,,,,,
2016-01,Wisconsin,17969,10756,28725,,,,,,,,,,,,,,
2016-01,Wyoming,2181,1983,4164,,,,,,,,,,,,,,
2015-12,Alabama,47605,33710,81315,,,,,,,,,,,,,,
2015-12,Alaska,5265,4638,9903,,,,,,,,,,,,,,
2015-12,Arizona,25562,14725,40287,,,,,,,,,,,,,,
2015-12,Arkansas,13780,15241,29021,,,,,,,,,,,,,,
2015-12,California,74399,48762,123161,,,,,,,,,,,,,,
2015-12,Colorado,34653,22880,57533,,,,,,,,,,,,,,
2015-12,Connecticut,17828,6337,24165,,,,,,,,,,,,,,
2015-12,Delaware,3615,3274,6889,,,,,,,,,,,,,,
2015-12,District of Columbia,76,3,79,,,,,,,,,,,,,,
2015-12,Florida,86940,45769,132709,,,,,,,,,,,,,,
2015-12,Georgia,34974,25174,60148,,,,,,,,,,,,,,
2015-12,Guam,145,60,205,,,,,,,,,,,,,,
2015-12,Hawaii,0,0,0,,,,,,,,,,,,,,
2015-12,Idaho,7023,7813,14836,,,,,,,,,,,,,,
2015-12,Illinois,37193,20864,58057,,,,,,,,,,,,,,
2015-12,Indiana,44150,26105,70255,,,,,,,,,,,,,,
2015-12,Iowa,436,5654,6090,,,,,,,,,,,,,,
2015-12,Kansas,12324,12127,24451,,,,,,,,,,,,,,
2015-12,Kentucky,25569,19995,45564,,,,,,,,,,,,,,
2015-12,Louisiana,27778,25151,52929,,,,,,,,,,,,,,
2015-12,Maine,7493,5410,12903,,,,,,,,,,,,,,
2015-12,Mariana Islands,0,1,1,,,,,,,,,,,,,,
2015-12,Maryland,4750,10241,14991,,,,,,,,,,,,,,
2015-12,Massachusetts,9398,4762,14160,,,,,,,,,,,,,,
2015-12,Michigan,25578,18826,44404,,,,,,,,,,,,,,
2015-12,Minnesota,16319,15491,31810,,,,,,,,,,,,,,
2015-12,Mississippi,20000,18908,38908,,,,,,,,,,,,,,
